"Country or Area","Year","Area","Type of housing unit","City","Availability of ICT","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Morocco","2004","Total","Conventional dwellings","Fès","Households having television set","Census - de facto - complete tabulation","Final figure, complete","2009","162620",""
"Morocco","2004","Total","Conventional dwellings","Fès","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2009","40375",""
"Morocco","2004","Total","Conventional dwellings","Fès","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2009","122006",""
"Morocco","2004","Total","Conventional dwellings","Marrakech","All households","Census - de facto - complete tabulation","Final figure, complete","2009","149179",""
"Morocco","2004","Total","Conventional dwellings","Marrakech","Households having television set","Census - de facto - complete tabulation","Final figure, complete","2009","140183",""
"Morocco","2004","Total","Conventional dwellings","Marrakech","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2009","41833",""
"Morocco","2004","Total","Conventional dwellings","Marrakech","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2009","112596",""
"Morocco","2004","Total","Conventional dwellings","RABAT","All households","Census - de facto - complete tabulation","Final figure, complete","2009","130182",""
"Morocco","2004","Total","Conventional dwellings","RABAT","Households having television set","Census - de facto - complete tabulation","Final figure, complete","2009","123861",""
"Morocco","2004","Total","Conventional dwellings","RABAT","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2009","54659",""
"Morocco","2004","Total","Conventional dwellings","RABAT","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2009","107272",""
"Morocco","2004","Total","Other housing units","Casablanca (Dar-el-Beida)","All households","Census - de facto - complete tabulation","Final figure, complete","2009","97397",""
"Morocco","2004","Total","Other housing units","Casablanca (Dar-el-Beida)","Households having television set","Census - de facto - complete tabulation","Final figure, complete","2009","76645",""
"Morocco","2004","Total","Other housing units","Casablanca (Dar-el-Beida)","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2009","6942",""
"Morocco","2004","Total","Other housing units","Casablanca (Dar-el-Beida)","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2009","60486",""
"Morocco","2004","Total","Other housing units","Fès","All households","Census - de facto - complete tabulation","Final figure, complete","2009","13857",""
"Morocco","2004","Total","Other housing units","Fès","Households having television set","Census - de facto - complete tabulation","Final figure, complete","2009","8219",""
"Morocco","2004","Total","Other housing units","Fès","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2009","1162",""
"Morocco","2004","Total","Other housing units","Fès","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2009","6226",""
"Morocco","2004","Total","Other housing units","Marrakech","All households","Census - de facto - complete tabulation","Final figure, complete","2009","20253",""
"Morocco","2004","Total","Other housing units","Marrakech","Households having television set","Census - de facto - complete tabulation","Final figure, complete","2009","13167",""
"Morocco","2004","Total","Other housing units","Marrakech","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2009","1082",""
"Morocco","2004","Total","Other housing units","Marrakech","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2009","9655",""
"Morocco","2004","Total","Other housing units","RABAT","All households","Census - de facto - complete tabulation","Final figure, complete","2009","14530",""
"Morocco","2004","Total","Other housing units","RABAT","Households having television set","Census - de facto - complete tabulation","Final figure, complete","2009","10907",""
"Morocco","2004","Total","Other housing units","RABAT","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2009","1238",""
"Morocco","2004","Total","Other housing units","RABAT","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2009","8810",""
"New Zealand","2013","Total","Total","Auckland","All households","Census - de jure - complete tabulation","Final figure, complete","2016","429912","1"
"New Zealand","2013","Total","Total","Auckland","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","348330","1"
"New Zealand","2013","Total","Total","Auckland","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","343365","1"
"New Zealand","2013","Total","Total","Auckland","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","330933","1"
"New Zealand","2013","Total","Total","Christchurch","All households","Census - de jure - complete tabulation","Final figure, complete","2016","133224","1"
"New Zealand","2013","Total","Total","Christchurch","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","112512","1"
"New Zealand","2013","Total","Total","Christchurch","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","107688","1"
"New Zealand","2013","Total","Total","Christchurch","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","101142","1"
"New Zealand","2013","Total","Total","Manukau","All households","Census - de jure - complete tabulation","Final figure, complete","2016","60246","1"
"New Zealand","2013","Total","Total","Manukau","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","47628","1"
"New Zealand","2013","Total","Total","Manukau","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","48708","1"
"New Zealand","2013","Total","Total","Manukau","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","44481","1"
"New Zealand","2013","Total","Total","WELLINGTON","All households","Census - de jure - complete tabulation","Final figure, complete","2016","70659","1"
"New Zealand","2013","Total","Total","WELLINGTON","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","55317","1"
"New Zealand","2013","Total","Total","WELLINGTON","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","58863","1"
"New Zealand","2013","Total","Total","WELLINGTON","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","58611","1"
"New Zealand","2013","Total","Conventional dwellings","Auckland","All households","Census - de jure - complete tabulation","Final figure, complete","2016","400926","1"
"New Zealand","2013","Total","Conventional dwellings","Auckland","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","342906","1"
"New Zealand","2013","Total","Conventional dwellings","Auckland","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","337857","1"
"New Zealand","2013","Total","Conventional dwellings","Auckland","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","326589","1"
"New Zealand","2013","Total","Conventional dwellings","Christchurch","All households","Census - de jure - complete tabulation","Final figure, complete","2016","126099","1"
"New Zealand","2013","Total","Conventional dwellings","Christchurch","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","110934","1"
"New Zealand","2013","Total","Conventional dwellings","Christchurch","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","105957","1"
"New Zealand","2013","Total","Conventional dwellings","Christchurch","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","99897","1"
"New Zealand","2013","Total","Conventional dwellings","Manukau","All households","Census - de jure - complete tabulation","Final figure, complete","2016","56754","1"
"New Zealand","2013","Total","Conventional dwellings","Manukau","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","46977","1"
"New Zealand","2013","Total","Conventional dwellings","Manukau","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","48012","1"
"New Zealand","2013","Total","Conventional dwellings","Manukau","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","43968","1"
"New Zealand","2013","Total","Conventional dwellings","WELLINGTON","All households","Census - de jure - complete tabulation","Final figure, complete","2016","67155","1"
"New Zealand","2013","Total","Conventional dwellings","WELLINGTON","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","54684","1"
"New Zealand","2013","Total","Conventional dwellings","WELLINGTON","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","58194","1"
"New Zealand","2013","Total","Conventional dwellings","WELLINGTON","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","58035","1"
"New Zealand","2013","Total","Other housing units","Auckland","All households","Census - de jure - complete tabulation","Final figure, complete","2016","1245","1"
"New Zealand","2013","Total","Other housing units","Auckland","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","597","1"
"New Zealand","2013","Total","Other housing units","Auckland","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","954","1"
"New Zealand","2013","Total","Other housing units","Auckland","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","669","1"
"New Zealand","2013","Total","Other housing units","Christchurch","All households","Census - de jure - complete tabulation","Final figure, complete","2016","750","1"
"New Zealand","2013","Total","Other housing units","Christchurch","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","270","1"
"New Zealand","2013","Total","Other housing units","Christchurch","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","609","1"
"New Zealand","2013","Total","Other housing units","Christchurch","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","372","1"
"New Zealand","2013","Total","Other housing units","Manukau","All households","Census - de jure - complete tabulation","Final figure, complete","2016","153","1"
"New Zealand","2013","Total","Other housing units","Manukau","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","66","1"
"New Zealand","2013","Total","Other housing units","Manukau","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","129","1"
"New Zealand","2013","Total","Other housing units","Manukau","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","78","1"
"New Zealand","2013","Total","Other housing units","WELLINGTON","All households","Census - de jure - complete tabulation","Final figure, complete","2016","96","1"
"New Zealand","2013","Total","Other housing units","WELLINGTON","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","54","1"
"New Zealand","2013","Total","Other housing units","WELLINGTON","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","75","1"
"New Zealand","2013","Total","Other housing units","WELLINGTON","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","63","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","Auckland","All households","Census - de jure - complete tabulation","Final figure, complete","2016","27738","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","Auckland","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","4827","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","Auckland","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","4554","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","Auckland","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","3675","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","Christchurch","All households","Census - de jure - complete tabulation","Final figure, complete","2016","6375","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","Christchurch","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","1305","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","Christchurch","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","1122","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","Christchurch","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","873","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","Manukau","All households","Census - de jure - complete tabulation","Final figure, complete","2016","3336","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","Manukau","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","582","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","Manukau","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","567","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","Manukau","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","438","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","WELLINGTON","All households","Census - de jure - complete tabulation","Final figure, complete","2016","3408","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","WELLINGTON","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2016","579","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","WELLINGTON","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2016","594","1"
"New Zealand","2013","Total","Unknown (type of housing unit)","WELLINGTON","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2016","513","1"
"New Zealand","2006","Total","Total","Auckland","All households","Census - de jure - complete tabulation","Final figure, complete","2009","399285","1"
"New Zealand","2006","Total","Total","Auckland","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","350448","1"
"New Zealand","2006","Total","Total","Auckland","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","289014","1"
"New Zealand","2006","Total","Total","Auckland","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","248343","1"
"New Zealand","2006","Total","Total","Christchurch","All households","Census - de jure - complete tabulation","Final figure, complete","2009","138207","1"
"New Zealand","2006","Total","Total","Christchurch","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","126915","1"
"New Zealand","2006","Total","Total","Christchurch","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","98271","1"
"New Zealand","2006","Total","Total","Christchurch","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","83586","1"
"New Zealand","2006","Total","Total","Hamilton","All households","Census - de jure - complete tabulation","Final figure, complete","2009","54288","1"
"New Zealand","2006","Total","Total","Hamilton","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","46596","1"
"New Zealand","2006","Total","Total","Hamilton","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","40032","1"
"New Zealand","2006","Total","Total","Hamilton","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","32085","1"
"New Zealand","2006","Total","Total","WELLINGTON","All households","Census - de jure - complete tabulation","Final figure, complete","2009","67431","1"
"New Zealand","2006","Total","Total","WELLINGTON","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","61038","1"
"New Zealand","2006","Total","Total","WELLINGTON","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","51195","1"
"New Zealand","2006","Total","Total","WELLINGTON","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","46740","1"
"New Zealand","2006","Total","Conventional dwellings","Auckland","All households","Census - de jure - complete tabulation","Final figure, complete","2009","373977","1"
"New Zealand","2006","Total","Conventional dwellings","Auckland","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","344058","1"
"New Zealand","2006","Total","Conventional dwellings","Auckland","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","284583","1"
"New Zealand","2006","Total","Conventional dwellings","Auckland","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","245655","1"
"New Zealand","2006","Total","Conventional dwellings","Christchurch","All households","Census - de jure - complete tabulation","Final figure, complete","2009","132846","1"
"New Zealand","2006","Total","Conventional dwellings","Christchurch","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","124899","1"
"New Zealand","2006","Total","Conventional dwellings","Christchurch","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","96888","1"
"New Zealand","2006","Total","Conventional dwellings","Christchurch","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","82842","1"
"New Zealand","2006","Total","Conventional dwellings","Hamilton","All households","Census - de jure - complete tabulation","Final figure, complete","2009","51258","1"
"New Zealand","2006","Total","Conventional dwellings","Hamilton","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","45894","1"
"New Zealand","2006","Total","Conventional dwellings","Hamilton","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","39456","1"
"New Zealand","2006","Total","Conventional dwellings","Hamilton","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","31782","1"
"New Zealand","2006","Total","Conventional dwellings","WELLINGTON","All households","Census - de jure - complete tabulation","Final figure, complete","2009","64299","1"
"New Zealand","2006","Total","Conventional dwellings","WELLINGTON","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","60195","1"
"New Zealand","2006","Total","Conventional dwellings","WELLINGTON","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","50637","1"
"New Zealand","2006","Total","Conventional dwellings","WELLINGTON","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","46317","1"
"New Zealand","2006","Total","Other housing units","Auckland","All households","Census - de jure - complete tabulation","Final figure, complete","2009","1050","1"
"New Zealand","2006","Total","Other housing units","Auckland","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","504","1"
"New Zealand","2006","Total","Other housing units","Auckland","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","681","1"
"New Zealand","2006","Total","Other housing units","Auckland","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","297","1"
"New Zealand","2006","Total","Other housing units","Christchurch","All households","Census - de jure - complete tabulation","Final figure, complete","2009","600","1"
"New Zealand","2006","Total","Other housing units","Christchurch","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","288","1"
"New Zealand","2006","Total","Other housing units","Christchurch","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","414","1"
"New Zealand","2006","Total","Other housing units","Christchurch","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","171","1"
"New Zealand","2006","Total","Other housing units","Hamilton","All households","Census - de jure - complete tabulation","Final figure, complete","2009","153","1"
"New Zealand","2006","Total","Other housing units","Hamilton","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","69","1"
"New Zealand","2006","Total","Other housing units","Hamilton","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","114","1"
"New Zealand","2006","Total","Other housing units","Hamilton","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","45","1"
"New Zealand","2006","Total","Other housing units","WELLINGTON","All households","Census - de jure - complete tabulation","Final figure, complete","2009","63","1"
"New Zealand","2006","Total","Other housing units","WELLINGTON","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","51","1"
"New Zealand","2006","Total","Other housing units","WELLINGTON","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","36","1"
"New Zealand","2006","Total","Other housing units","WELLINGTON","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","30","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","Auckland","All households","Census - de jure - complete tabulation","Final figure, complete","2009","24264","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","Auckland","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","5889","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","Auckland","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","3750","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","Auckland","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","2391","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","Christchurch","All households","Census - de jure - complete tabulation","Final figure, complete","2009","4764","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","Christchurch","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","1731","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","Christchurch","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","969","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","Christchurch","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","573","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","Hamilton","All households","Census - de jure - complete tabulation","Final figure, complete","2009","2877","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","Hamilton","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","630","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","Hamilton","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","459","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","Hamilton","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","258","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","WELLINGTON","All households","Census - de jure - complete tabulation","Final figure, complete","2009","3066","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","WELLINGTON","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","792","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","WELLINGTON","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","522","1"
"New Zealand","2006","Total","Unknown (type of housing unit)","WELLINGTON","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","393","1"
"New Zealand","2001","Total","Total","Auckland","All households","Census - de jure - complete tabulation","Final figure, complete","2009","362280","1"
"New Zealand","2001","Total","Total","Auckland","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","330456","1"
"New Zealand","2001","Total","Total","Auckland","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","153810","1"
"New Zealand","2001","Total","Total","Christchurch","All households","Census - de jure - complete tabulation","Final figure, complete","2009","129594","1"
"New Zealand","2001","Total","Total","Christchurch","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","122685","1"
"New Zealand","2001","Total","Total","Christchurch","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","47805","1"
"New Zealand","2001","Total","Total","Hamilton","All households","Census - de jure - complete tabulation","Final figure, complete","2009","48996","1"
"New Zealand","2001","Total","Total","Hamilton","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","45594","1"
"New Zealand","2001","Total","Total","Hamilton","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","18498","1"
"New Zealand","2001","Total","Total","WELLINGTON","All households","Census - de jure - complete tabulation","Final figure, complete","2009","62190","1"
"New Zealand","2001","Total","Total","WELLINGTON","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","58431","1"
"New Zealand","2001","Total","Total","WELLINGTON","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","31272","1"
"New Zealand","2001","Total","Conventional dwellings","Auckland","All households","Census - de jure - complete tabulation","Final figure, complete","2009","341778","1"
"New Zealand","2001","Total","Conventional dwellings","Auckland","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","316071","1"
"New Zealand","2001","Total","Conventional dwellings","Auckland","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","149571","1"
"New Zealand","2001","Total","Conventional dwellings","Christchurch","All households","Census - de jure - complete tabulation","Final figure, complete","2009","123408","1"
"New Zealand","2001","Total","Conventional dwellings","Christchurch","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","117879","1"
"New Zealand","2001","Total","Conventional dwellings","Christchurch","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","46737","1"
"New Zealand","2001","Total","Conventional dwellings","Hamilton","All households","Census - de jure - complete tabulation","Final figure, complete","2009","46893","1"
"New Zealand","2001","Total","Conventional dwellings","Hamilton","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","44061","1"
"New Zealand","2001","Total","Conventional dwellings","Hamilton","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","18153","1"
"New Zealand","2001","Total","Conventional dwellings","WELLINGTON","All households","Census - de jure - complete tabulation","Final figure, complete","2009","59346","1"
"New Zealand","2001","Total","Conventional dwellings","WELLINGTON","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","56091","1"
"New Zealand","2001","Total","Conventional dwellings","WELLINGTON","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","30444","1"
"New Zealand","2001","Total","Other housing units","Auckland","All households","Census - de jure - complete tabulation","Final figure, complete","2009","540","1"
"New Zealand","2001","Total","Other housing units","Auckland","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","360","1"
"New Zealand","2001","Total","Other housing units","Auckland","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","60","1"
"New Zealand","2001","Total","Other housing units","Christchurch","All households","Census - de jure - complete tabulation","Final figure, complete","2009","276","1"
"New Zealand","2001","Total","Other housing units","Christchurch","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","201","1"
"New Zealand","2001","Total","Other housing units","Christchurch","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","30","1"
"New Zealand","2001","Total","Other housing units","Hamilton","All households","Census - de jure - complete tabulation","Final figure, complete","2009","69","1"
"New Zealand","2001","Total","Other housing units","Hamilton","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","42","1"
"New Zealand","2001","Total","Other housing units","Hamilton","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","3","1"
"New Zealand","2001","Total","Other housing units","WELLINGTON","All households","Census - de jure - complete tabulation","Final figure, complete","2009","9","1"
"New Zealand","2001","Total","Other housing units","WELLINGTON","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","6","1"
"New Zealand","2001","Total","Other housing units","WELLINGTON","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","3","1"
"New Zealand","2001","Total","Unknown (type of housing unit)","Auckland","All households","Census - de jure - complete tabulation","Final figure, complete","2009","19962","1"
"New Zealand","2001","Total","Unknown (type of housing unit)","Auckland","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","14022","1"
"New Zealand","2001","Total","Unknown (type of housing unit)","Auckland","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","4179","1"
"New Zealand","2001","Total","Unknown (type of housing unit)","Christchurch","All households","Census - de jure - complete tabulation","Final figure, complete","2009","5910","1"
"New Zealand","2001","Total","Unknown (type of housing unit)","Christchurch","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","4608","1"
"New Zealand","2001","Total","Unknown (type of housing unit)","Christchurch","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","1041","1"
"New Zealand","2001","Total","Unknown (type of housing unit)","Hamilton","All households","Census - de jure - complete tabulation","Final figure, complete","2009","2034","1"
"New Zealand","2001","Total","Unknown (type of housing unit)","Hamilton","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","1491","1"
"New Zealand","2001","Total","Unknown (type of housing unit)","Hamilton","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","342","1"
"New Zealand","2001","Total","Unknown (type of housing unit)","WELLINGTON","All households","Census - de jure - complete tabulation","Final figure, complete","2009","2835","1"
"New Zealand","2001","Total","Unknown (type of housing unit)","WELLINGTON","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","2328","1"
"New Zealand","2001","Total","Unknown (type of housing unit)","WELLINGTON","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","825","1"
"Nicaragua","2005","Total","Total","León","All households","Census - de jure - complete tabulation","Final figure, complete","2009","77569","28"
"Nicaragua","2005","Total","Total","León","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2009","61795","28"
"Nicaragua","2005","Total","Total","León","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2009","55699","28"
"Nicaragua","2005","Total","Total","León","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","9432","28"
"Nicaragua","2005","Total","Total","León","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","18126","28"
"Nicaragua","2005","Total","Total","León","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2009","2873","28"
"Nicaragua","2005","Total","Total","León","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","492","28"
